Unnamed: 0,address,categories/0,categories/1,categories/2,categories/3,categories/4,categoryName,name,publishedAtDate,text,translatedLanguage,category,predicted_category_enhanced,confidence_enhanced
7308,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Leonardo Arredondo,2024-04-29T22:23:15.527Z,"I don't like the food, it tastes very processed, it's like a McDonald's for Mexican food, but on Sundays after 10:00 pm, it's nice to still have a place open to buy pre-made food.",en,,never-visited,0.4428269863128662
7309,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,ELENA COLIN,2024-04-18T19:09:10.183Z,"I ordered food through Toño's house app, they canceled it 2 minutes after making the payment 😡 and it's been 15 days and they haven't refunded my money 😡😡😡 and customer service hangs up on me or leaves me waiting on the line and doesn't resolve anything",en,,authentic,0.85
7310,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Carlos Zamudio,2024-03-18T01:49:06.940Z,"Toño's House is my salvation!

The service is very good and very fast. Even though you can't eat there because it's takeout, the food is very good and very fresh. I'm totally satisfied with the service!

I highly recommend the green chilaquiles with egg.",en,,authentic,0.8999999999999999
7312,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,GH,2024-02-24T15:32:02.622Z,"I ordered chilaquiles and they arrived with lumps and bubbles, horrible",en,,authentic,0.352965772151947
7313,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Villaseñor G.,2024-02-23T21:47:16.907Z,"Quick, easy and simple.",en,,authentic,0.268469899892807
7314,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,abraham camarena,2024-02-23T20:38:37.456Z,Always a pleasant experience attending their restaurants,en,,authentic,0.5327356457710266
7316,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,leticia rodriguez,2024-02-04T17:22:34.693Z,"Super practical and fast, it has several snacks.",en,,never-visited,0.322456032037735
7317,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,amamatag atag,2024-01-30T03:14:23.863Z,Everything is very good with them but the bad thing is that they have not been able to give me my invoice because according to their portal it is failing. But the most excellent,en,,authentic,0.30310919880867004
7318,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Esperanza Saavedra Gutierrez,2024-01-28T06:27:08.345Z,"Very good service, delicious pozole",en,,authentic,0.85
7319,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Arthur jauregui,2024-01-24T00:32:51.855Z,The best experience and fast,en,,authentic,0.2397356629371643
7325,"290 Bremner Blvd, Toronto, ON M5V 3L9, Canada",Tourist attraction,Event venue,Observation deck,Communications tower,,Tourist attraction,Sandra Cardenas,2025-08-20T12:59:08.329Z,"Good place to get a panoramic view of Toronto, although there are a lot of people and it is difficult to get a good photo because of the reflection in the glass.",en,,authentic,0.85
7327,"290 Bremner Blvd, Toronto, ON M5V 3L9, Canada",Tourist attraction,Event venue,Observation deck,Communications tower,,Tourist attraction,Pierre Brun,2025-08-20T11:38:44.016Z,Great experience with an amazing view but a steal for 2 glasses of wine at $22 each.,en,,authentic,0.875
7328,"290 Bremner Blvd, Toronto, ON M5V 3L9, Canada",Tourist attraction,Event venue,Observation deck,Communications tower,,Tourist attraction,kim gerstner,2025-08-20T11:30:06.008Z,It's expensive but the views are amazing!,,,authentic,0.4931170642375946
7329,"290 Bremner Blvd, Toronto, ON M5V 3L9, Canada",Tourist attraction,Event venue,Observation deck,Communications tower,,Tourist attraction,Ken Njenga,2025-08-20T10:57:35.385Z,This is a must visit for first time visitors in Toronto. It's a highlight of the beautiful city.,,,authentic,0.46651166677474976
7335,"290 Bremner Blvd, Toronto, ON M5V 3L9, Canada",Tourist attraction,Event venue,Observation deck,Communications tower,,Tourist attraction,Jash Patel,2025-08-20T06:13:01.025Z,"The wait was long but understandably since it was a weekend. When we got up to the first floor / viewing deck it was clean, spacious and the view was amazing. On the 2nd viewing deck it was a bit crammed but the views were absolutely stunning from up there, you get a beautiful view of Toronto. Definitely recommend.",,,authentic,0.95
7336,"290 Bremner Blvd, Toronto, ON M5V 3L9, Canada",Tourist attraction,Event venue,Observation deck,Communications tower,,Tourist attraction,Rocco G,2025-08-20T05:20:23.900Z,Very good food at the restaurant on the top.,,,authentic,0.4387439489364624
7344,"Av. Juarez S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",Cultural center,Art museum,Tourist attraction,,,Cultural center,Norberto Del Moral Rios,2025-08-17T18:50:28.095Z,Many days and events to savor it.,en,,authentic,0.2812347114086151
7345,"Av. Juarez S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",Cultural center,Art museum,Tourist attraction,,,Cultural center,Fabiola Valde Barragan,2025-08-17T17:52:51.347Z,"So, so dirty... So much mess, it's incredible that such a beautiful place can be left so dirty.",en,,never-visited,0.36591213941574097
7348,"Av. Juarez S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",Cultural center,Art museum,Tourist attraction,,,Cultural center,heidi ramos,2025-08-17T15:38:37.591Z,CDMX Museum,en,,authentic,0.65
7349,"Av. Juarez S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",Cultural center,Art museum,Tourist attraction,,,Cultural center,NINROD REYES,2025-08-17T15:32:33.041Z,Beautiful,en,,authentic,0.85
7350,"Av. Juarez S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",Cultural center,Art museum,Tourist attraction,,,Cultural center,jacky jazz,2025-08-17T15:16:39.824Z,"It is a super beautiful place, the stained glass windows it has are very beautiful.",en,,authentic,0.4169876277446747
7355,"Av. Juarez S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",Cultural center,Art museum,Tourist attraction,,,Cultural center,Irazema Quevedo,2025-08-17T09:22:39.976Z,Very beautiful and the restaurant is delicious.,en,,authentic,0.46533724665641785
7357,"Av. Juarez S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",Cultural center,Art museum,Tourist attraction,,,Cultural center,LOU BOLÍVAR,2025-08-17T06:31:36.496Z,"It is always captivating due to its architectural beauty and the plays, films and/or concerts.",en,,authentic,0.4240567982196808
7364,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,ALFONSO MEZA,2025-02-26T20:59:08.948Z,"As always, this restaurant chain is a guarantee, and this branch left me pleasantly satisfied, since I went in the company of 16 people from León Gto. and we were very happy with the excellent service, fast, clean, super friendly staff, in short, everything was good. A must visit when I go to CDMX.",en,,authentic,0.8999999999999999
7368,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Daniela Segura,2025-02-25T14:52:29.649Z,"In my pozole there were pieces of plastic floating, they changed my entire plate, the attention was very great as I had to wait for them to bring me the new plate, they put a lot of pressure on us to get us to leave the place.",en,,authentic,0.5318074822425842
7369,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Noemí González,2025-02-24T14:14:30.554Z,"The last time I went, everything was bad. Slow for service, to give you the bill, to charge you. And to finish, the parking machine was useless.",en,,authentic,0.825
7370,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Natalia Ladron de Guevara,2025-02-24T03:57:04.206Z,"My coffee had a lipstick stain and was cold, the pozole was cold too 🫠",en,,never-visited,0.3040376305580139
7372,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Ivan Lopez,2025-02-23T16:14:06.779Z,Excellent,en,,authentic,0.85
7373,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Ruth De Becerril,2025-02-23T10:18:42.108Z,"In general, like any Toño house, the service was good and attention was quick, as is the case in these places. The parking lot was very friendly. 30 pesos for 2 hours is the charge, but due to so many people, it is very noisy.",en,,authentic,0.2537311911582947
7374,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Diego Pardo,2025-02-22T21:04:57.920Z,"This is the only restaurant where the flautas have been dry, with very little filling inside the stew, and generally bad. Everything else was fine.",en,,never-visited,0.3647279143333435
7375,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Xca M.,2025-02-22T18:58:04.150Z,"They have a policy that only the driver can park the car, passengers have to get out before entering the parking lot. I don't understand the reason for that but well, the problem was that the man who gives access to the parking lot got really out of control and started yelling at me because I couldn't wait for my family member to park the car. I was trying to tell him that I was just waiting for them to leave the car and he kept yelling without allowing me to speak or establish a conversation.",en,,authentic,0.7550011277198792
7378,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Susana Martínezz,2025-02-21T11:29:44.018Z,"Everything was fine, like every Toño's restaurant. The food was delicious, the pozole was cooked to perfection, and the service was excellent.

I like going to this location because it's large and there are rarely long lines to get in.",en,,authentic,0.9249999999999999
7387,"Calle Salvador Díaz Mirón 398, Un Hogar Para Nosotros, Miguel Hidalgo, 11330 Ciudad de México, CDMX, Mexico",Breakfast restaurant,Family restaurant,Mexican restaurant,,,Breakfast restaurant,Elias Bello,2025-02-21T23:49:50.545Z,"It is very clear why all the Toño houses have so many people, this branch is not so large but with the advantage of having parking and valet parking, otherwise you already know what you will find, Mexican snacks of very good size, flavor and price, There is no fault in that no matter which one you visit. So this one is equally recommended.",en,,authentic,0.825
7391,"Calle Salvador Díaz Mirón 398, Un Hogar Para Nosotros, Miguel Hidalgo, 11330 Ciudad de México, CDMX, Mexico",Breakfast restaurant,Family restaurant,Mexican restaurant,,,Breakfast restaurant,Cándido Suàrez,2025-02-19T17:22:46.350Z,"Pozole isn't what it used to be. It has a good flavor, but you have to search hard, and if you're lucky, you'll find bits of meat among the kernels of corn.

If you come for breakfast, forget about ordering coffee; it's the most horrible thing in the world.",en,,authentic,0.75
7394,"Calle Salvador Díaz Mirón 398, Un Hogar Para Nosotros, Miguel Hidalgo, 11330 Ciudad de México, CDMX, Mexico",Breakfast restaurant,Family restaurant,Mexican restaurant,,,Breakfast restaurant,Alicia Hernandez,2025-02-17T03:34:14.784Z,"The receptionist (the young woman with glasses) is very inefficient.
People who have backlogs of shifts come in and don't check which one they're on. She creates conflicts and doesn't know how to serve people.
Aside from her, all the other staff are fine.",en,,never-visited,0.2597857117652893
7396,"Calle Salvador Díaz Mirón 398, Un Hogar Para Nosotros, Miguel Hidalgo, 11330 Ciudad de México, CDMX, Mexico",Breakfast restaurant,Family restaurant,Mexican restaurant,,,Breakfast restaurant,Fernanda Jimenez,2025-02-15T22:11:54.093Z,The staff are very friendly and attentive. I really like that they let you enjoy your food but are also attentive to whatever you need.,en,,authentic,0.85
7406,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,Christy Kuffner,2025-08-15T00:43:08.723Z,"We only attended the Auschwitz exhibition, which was so well done!  We will be back someday to see the rest of ROM!",,,never-visited,0.5778361558914185
7407,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,Fredy Tom,2025-08-15T00:32:08.683Z,That was quite an experience.,,,authentic,0.686854362487793
7408,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,MOTTET Patrick,2025-08-14T21:57:31.991Z,"Great museum, very diverse, suitable for adults and children.
Reasonably priced admission.",en,,authentic,0.38834571838378906
7409,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,Peymon,2025-08-14T20:18:27.773Z,"Great museum!
Ancient Egypt, Cyprus, and Byzantium galleries were brilliant. One thing about the Auschwitz exhibition I liked was the whole set up was very balanced and nonjudgmental, enabling viewers to have their own interpretation of the history.",,,authentic,0.85
7411,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,J D,2025-08-14T18:23:54.802Z,"recent visitor to Museum.  Attended Auschwitz exhibit expected to be impressed with presentation.  Was surprised at how very much toned down to almost a first grade presentation of the events.  Not shocking, not a presentation that one would feel bad.  Don't like using the word other than toned down.  Lacking shock value.  The current generation should be told the truth and not something that is so very much watered down.  I felt even some academic censorship of the subject was presented.  Sad to see.  Would not recommend any other institution use this exhibit that is far, far too tame.  Did not give any sense of the horror of this location or of the events.  Where were the photos or films of corpses and bodies discovered by the Russian army?  None of this was presented and should have been at the very least.",,,authentic,0.825
7412,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,Rebecca Ross,2025-08-14T17:12:52.186Z,The Auschwitz exhibition was excellent. Would highly recommend it to anyone to visit before it closes at the end of August.,,,authentic,0.825
7413,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,Teri Lancaster,2025-08-14T15:42:07.880Z,"I arrived that ROM after an unexpected long walk from the Museum subway station not feeling well at all. I'm a senior and  the staff on the floor especially a security guard called Mara was extremely kind and helpful during my experience. She got me a wheelchair that my daughter pushed me around in, and I got to see the exhibits that I do specifically came down to Toronto to see. I cannot say enough for her help. And at the end of the day when we were leaving, she again was there to say goodbye and we had a good chuckle at my experience, but she definitely made my day better. The museum itself is fantastic. And while it would probably be the last time I will come here due to the distance that I live from the Toronto I have thoroughly enjoyed visiting here over the last seventy years.",,,authentic,0.875
7415,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,Aaron Jarvinen,2025-08-14T12:27:23.152Z,Wonderful museum with lots of exhibits.,,,authentic,0.4464239180088043
7418,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,Scott Tsai,2025-08-14T03:13:12.596Z,"Thanks to city pass including this attraction. It was very knowledgeable. Saw a lot of things that you don’t really see in real life !

Highly recommended make sure to reservation on a. Day !",,,authentic,0.7999999999999999
7419,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,Food_views and_reviews,2025-08-14T02:55:50.402Z,"💡 Top Tips:
•	🎟️ Tickets: Buy online to skip the queues – sometimes there are discounted late-entry tickets.
•	🕒 When to Go: Arrive early for quieter galleries, or visit on Friday evenings for extended hours & a different vibe.
•	📸 Don’t Miss:
•	The stunning Michael Lee-Chin Crystal architecture outside.
•	Dinosaur Hall 🦖 (great for kids & adults).
•	Egyptian mummies 🏺
•	Indigenous Art & Culture exhibits.
•	🛋️ Break Time: The café has snacks, but you can also step out to nearby Yorkville for food.
•	⏳ Plan Your Time: The museum is HUGE – focus on 2–3 sections so you’re not overwhelmed.

💵 Budget Hack: Check if your visit coincides with free admission nights or reduced rates for students.

✨ Pro Tip: The ROM often has special exhibitions – worth checking their website before you go!",,,authentic,0.825
7420,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,Matt P,2025-08-14T02:22:55.949Z,"My son wanted to see dinosaur bones. Haha, so planned a visit. He was happy. There was some renovations going on so we couldn't get close to a few of the displays. Would have been nice to have a heads up on the web site or when we came in.  Still a great visit.",,,authentic,0.7815531492233276
7421,"100 Queens Park, Toronto, ON M5S 2C6, Canada",Art museum,Museum,Natural history museum,Tourist attraction,,Art museum,Josie xu,2025-08-13T23:52:32.666Z,This is an amazing museum. There is so much to explore. We loved our visit here.,,,authentic,0.7620202302932739
7425,"Insurgentes Mixcoac, Av. de los Insurgentes Sur 35, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Alexis Hernández,2025-05-12T16:11:42.897Z,Good and cheap,en,,never-visited,0.3515890836715698
7427,"Insurgentes Mixcoac, Av. de los Insurgentes Sur 35, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Adriana Orta,2025-05-11T18:33:56.563Z,"Food was so good! Fresh and quick service! Good variety from quesadillas to Pozole and dessert! The restaurant was very clean too. I didn’t take pictures of my food because my phone was charging, i asked the waiter to charge it for me. I will definitely be back when visiting cdmx",,,authentic,0.9249999999999999
7431,"Insurgentes Mixcoac, Av. de los Insurgentes Sur 35, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Juan Asencio,2025-05-10T14:41:16.709Z,Good balance for the cost,en,,advertisement,0.24890004098415375
7434,"Insurgentes Mixcoac, Av. de los Insurgentes Sur 35, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Patricia,2025-05-07T23:58:47.165Z,Delicious typical Mexican food. The pork pozole is delicious. The puffed pork rinds with guacamole are delicious.,en,,authentic,0.85
7436,"Insurgentes Mixcoac, Av. de los Insurgentes Sur 35, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Betty San,2025-05-07T06:18:07.520Z,Everything excellent 😉,en,,authentic,0.8
7437,"Insurgentes Mixcoac, Av. de los Insurgentes Sur 35, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Ivan Guerrero,2025-05-06T02:05:01.583Z,"To enter we had to wait about 20 minutes, once inside the service was very fast, I do not recommend for a business appointment, a lot of movement of the staff and diners, I had to be next to a family with children and a table with teenagers.
I liked the food, the chilaquiles and the café con leche.",en,,authentic,0.95
7439,"Insurgentes Mixcoac, Av. de los Insurgentes Sur 35, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Thiago Chagas,2025-05-05T02:28:09.736Z,"Excellent restaurant, fast service and very good food. Very good price for the quality. I recommend it to anyone visiting Mexico City.",en,,authentic,0.8999999999999999
7440,"Insurgentes Mixcoac, Av. de los Insurgentes Sur 35, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Nay Ortiz,2025-05-04T03:00:15.631Z,"The food is delicious as always
It bothers me that the captain always comes when you have a bite to eat.
They don't let you eat in peace",en,,authentic,0.85
7442,"Insurgentes Mixcoac, Av. de los Insurgentes Sur 35, San José Insurgentes, Benito Juárez, 03900 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Hector Moreno Coronado,2025-05-03T23:12:10.604Z,Very delicious food and very good service,en,,authentic,0.9249999999999999
7444,"Av. Central 295, Bosques de Aragon, 57170 Cdad. Nezahualcóyotl, Méx., Mexico",Mexican restaurant,,,,,Mexican restaurant,taimay daniela sosa mendoza,2025-04-09T15:18:25.421Z,Excellent service,en,,authentic,0.85
7445,"Av. Central 295, Bosques de Aragon, 57170 Cdad. Nezahualcóyotl, Méx., Mexico",Mexican restaurant,,,,,Mexican restaurant,Juan Enrique Araujo,2025-04-09T12:45:36.210Z,Everything is very good but they rush you so that you finish quickly.,en,,never-visited,0.300611287355423
7446,"Av. Central 295, Bosques de Aragon, 57170 Cdad. Nezahualcóyotl, Méx., Mexico",Mexican restaurant,,,,,Mexican restaurant,Dazer One,2025-04-09T05:06:17.155Z,"Excellent place and very good food, as well as the attention of the staff",en,,authentic,0.85
7448,"Av. Central 295, Bosques de Aragon, 57170 Cdad. Nezahualcóyotl, Méx., Mexico",Mexican restaurant,,,,,Mexican restaurant,Lucero Trejo,2025-04-08T22:20:30.518Z,I really liked the attention that it is not very crowded and there is tranquility,en,,authentic,0.5799053907394409
7449,"Av. Central 295, Bosques de Aragon, 57170 Cdad. Nezahualcóyotl, Méx., Mexico",Mexican restaurant,,,,,Mexican restaurant,Lucille Aires,2025-04-08T17:34:15.015Z,"We came here 3 days in a roll, I have never seen such a wonderful service where literally everyone is so lovely, I don’t know how it was made possible but I can only say it’s incredible. The food is very nice and comes fast enough, I recommend it 100%!
Special note for Jonathan, he was always so nice and smiley, I could go there just for him 🙏🏾
Try the flan de la abuela, it’s unreal 😋
I hope they all get a big raise cuz they deserve it",,,authentic,0.8999999999999999
7454,"Av. Central 295, Bosques de Aragon, 57170 Cdad. Nezahualcóyotl, Méx., Mexico",Mexican restaurant,,,,,Mexican restaurant,Sergio Carlos Hernandez Rosas,2025-04-03T23:03:53.811Z,"What are you going for! You eat and you go because it is not a place to have a sit-down meal, the environment does not lend itself to a lot of movement, the employees running around, it is not a complaint, it is just for them to take it into account.",en,,authentic,0.335008829832077
7457,"Av. Central 295, Bosques de Aragon, 57170 Cdad. Nezahualcóyotl, Méx., Mexico",Mexican restaurant,,,,,Mexican restaurant,Dra. Jabnely Arteaga,2025-04-02T21:54:22.762Z,Excellent place,en,,authentic,0.85
7460,"Av. Central 295, Bosques de Aragon, 57170 Cdad. Nezahualcóyotl, Méx., Mexico",Mexican restaurant,,,,,Mexican restaurant,M C,2025-04-02T15:16:10.342Z,"It's disgusting how they order food when you order it for delivery. I ordered a set of flautas and I can't order anything but water. And if I want a green juice, for example, there's no option. Nor is there a choice of condiments other than salsa. The flautas had more fat than cream and cheese. The amount of salsa they send is enough. Even though it's enough for half a flauta, the flautas are all cold and dry, very bad. Any sandwich from Oxxo. It's better than this crap that they charge you as if it were good 🤢🤢🤢 and as an extra for bad service, the branch doesn't have internet. Everything is bad.",en,,authentic,0.85
7462,"Av. Central 295, Bosques de Aragon, 57170 Cdad. Nezahualcóyotl, Méx., Mexico",Mexican restaurant,,,,,Mexican restaurant,Rodriguez Azcona Cedric Donovan,2025-04-01T18:09:38.287Z,Good service good food good attention,en,,authentic,0.85
7464,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Kevin Uriel Cruz Hernandez,2024-11-17T19:17:40.924Z,They do their job well,en,,authentic,0.29297077655792236
7465,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Everardo Cornejo,2024-11-17T18:04:14.537Z,Very good place,en,,authentic,0.36277711391448975
7466,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Montserrat Rodriguez,2024-11-14T19:12:18.149Z,"You don't have to wait, because there are not many people",en,,authentic,0.3370738625526428
7467,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Mauricio Velasco,2024-11-14T19:06:33.802Z,"Everything is very good and very tasty, the only thing I don't understand is why they charge for parking if you are going to consume it, I think they should consider it",en,,never-visited,0.27475643157958984
7471,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Omar Francisco Vazquez Sanchez,2024-11-09T23:20:22.681Z,"We are used to the other service and the pozole was very spicy for my 8 year old daughter and in the other places it is not so spicy
Soda doesn't taste the same as juice or coffee, I mean nothing.",en,,authentic,0.566376268863678
7472,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Victor Ruiz,2024-11-08T22:30:14.513Z,He knows good customer service and good customer service.,en,,authentic,0.8481805324554443
7473,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,JC Patiño,2024-11-08T17:02:09.365Z,Visit fast food,en,,authentic,0.8
7475,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Mary_nela VC,2024-11-07T03:47:12.957Z,"Fast service and everything delicious
It is a guarantee to visit this place
The only bad thing is the wait time to get in.",en,,authentic,0.85
7477,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,karen Michelle Arroyo Olalde,2024-11-05T23:00:12.742Z,The food is always delicious here and the costs are quite affordable.,en,,authentic,0.85
7478,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Leslie Perez,2024-11-03T22:55:05.207Z,"The food is delicious, my favorite pozole is vegetarian, the cochinita toast was good and I couldn't miss the cajeta flan although for my taste the cajeta is too watery but it is delicious in general, the service is excellent, we spent $400 for 2 people.",en,,authentic,0.9249999999999999
7481,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Maria de Jesús Santana García,2024-11-02T05:33:58.376Z,"Good service, everything we ate was very tasty",en,,authentic,0.36899369955062866
7482,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Wason,2024-11-01T05:10:15.356Z,"It is a good place, everything is perfect, both the food and the service of the waiters and so on.",en,,authentic,0.9249999999999999
7484,"Av. Patriotismo 229, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Omar Mx,2025-08-10T08:29:56.640Z,"Well, what can you expect from one of these branches? The only good thing is that they serve quickly, and if you like to eat overcooked food and ""second courses,"" then that's up to you.",en,,never-visited,0.33235883712768555
7486,"Av. Patriotismo 229, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Vale Hdz,2025-08-10T01:09:14.876Z,"The food is delicious, and the service is excellent. The only downside is the long wait. But I would definitely go back.",en,,authentic,0.9249999999999999
